0.0	2.35	4.13	1
0.0	2.75	2.33	2
0.0	6.15	0.53	0
100.0	2.85	2.33	2
100.0	6.15	0.63	0
200.0	2.95	2.33	2
300.0	3.05	2.23	2
2700.0	2.35	4.23	1
3500.0	6.15	0.73	0
3600.0	6.15	0.83	0
3700.0	6.15	0.93	0
3800.0	3.15	2.33	2
3800.0	6.05	1.03	0
3900.0	3.25	2.33	2
3900.0	5.95	1.13	0
4000.0	3.35	2.33	2
4000.0	5.85	1.23	0
4100.0	3.45	2.43	2
4100.0	5.75	1.33	0
4200.0	3.55	2.53	2
4200.0	5.65	1.43	0
4300.0	3.65	2.53	2
4300.0	5.65	1.53	0
4400.0	3.75	2.53	2
4400.0	5.55	1.63	0
4500.0	3.85	2.53	2
4500.0	5.65	1.73	0
4600.0	3.95	2.53	2
4700.0	4.05	2.53	2
4800.0	4.15	2.63	2
5900.0	5.75	1.83	0
6000.0	5.75	1.93	0
6100.0	5.85	2.03	0
7800.0	4.25	2.73	2
7900.0	4.35	2.73	2
8000.0	4.45	2.63	2
8100.0	4.55	2.63	2
8200.0	4.65	2.63	2
8300.0	4.75	2.53	2
8400.0	4.85	2.53	2
9700.0	2.25	4.33	1
9800.0	2.35	4.43	1
11500.0	2.35	4.53	1
11600.0	2.45	4.63	1
11700.0	2.55	4.63	1
11800.0	2.65	4.63	1
11900.0	2.75	4.63	1
12000.0	2.85	4.63	1
12100.0	2.95	4.63	1
12200.0	3.05	4.63	1
12300.0	3.15	4.63	1
12400.0	3.25	4.53	1
14300.0	5.85	2.13	0
14400.0	5.95	2.23	0
14500.0	6.05	2.23	0
16300.0	4.95	2.53	2
16400.0	5.05	2.53	2
16500.0	5.15	2.63	2
16600.0	5.25	2.63	2
16700.0	5.35	2.63	2
16800.0	5.45	2.63	2
16900.0	5.55	2.63	2
17000.0	5.65	2.63	2
17100.0	5.75	2.63	2
17200.0	5.85	2.63	2
17300.0	5.95	2.53	2
17400.0	6.05	2.43	2
17500.0	6.15	2.33	2
17600.0	6.25	2.23	2
20300.0	3.35	4.43	1
20400.0	3.45	4.33	1
20500.0	3.55	4.23	1
20600.0	3.65	4.23	1
20700.0	3.75	4.23	1
20800.0	3.85	4.23	1
20900.0	3.95	4.23	1
21000.0	4.05	4.23	1
21100.0	4.15	4.23	1
21100.0	6.15	2.33	0
21200.0	4.25	4.23	1
21200.0	6.25	2.33	0
21300.0	4.35	4.23	1
21300.0	6.35	2.33	0
21400.0	4.45	4.23	1
21500.0	4.55	4.23	1
21600.0	4.65	4.23	1
21700.0	4.75	4.23	1
21800.0	4.85	4.13	1
21900.0	4.95	4.03	1
22000.0	5.05	3.93	1
22100.0	5.15	3.93	1
22200.0	5.25	3.93	1
22300.0	5.35	3.93	1
22300.0	6.45	2.33	0
22400.0	5.45	3.83	1
22400.0	6.55	2.43	0
22500.0	5.55	3.73	1
22500.0	6.65	2.43	0
22600.0	5.65	3.73	1
22600.0	6.75	2.53	0
22700.0	5.75	3.83	1
22800.0	5.75	3.93	1
22900.0	5.75	4.03	1
23000.0	5.75	4.13	1
23100.0	5.75	4.23	1
23200.0	5.85	4.33	1
23300.0	5.85	4.43	1
23400.0	5.85	4.53	1
23500.0	5.85	4.63	1
23600.0	5.95	4.73	1
23600.0	6.35	2.23	2
23700.0	5.85	4.83	1
23700.0	6.45	2.23	2
23800.0	5.85	4.93	1
23800.0	6.55	2.23	2
23900.0	5.95	5.03	1
23900.0	6.65	2.23	2
24000.0	5.85	5.13	1
24000.0	6.75	2.23	2
24100.0	5.85	5.23	1
24100.0	6.85	2.23	2
24200.0	5.75	5.23	1
24200.0	6.95	2.23	2
24300.0	7.05	2.23	2
24400.0	7.15	2.23	2
26000.0	6.85	2.53	0
26100.0	6.95	2.53	0
26200.0	7.05	2.53	0
33200.0	7.25	2.23	2
33300.0	7.35	2.23	2
33400.0	7.45	2.23	2
33500.0	7.15	2.53	0
33600.0	7.25	2.53	0
33700.0	7.35	2.53	0
33800.0	7.45	2.43	0
33900.0	7.55	2.33	0
37200.0	7.65	2.33	0
37300.0	7.75	2.33	0
37400.0	7.85	2.33	0
37500.0	7.95	2.33	0
37600.0	8.05	2.33	0
37700.0	8.15	2.33	0
37800.0	8.25	2.33	0
37900.0	8.35	2.23	0
42100.0	7.55	2.23	2
42200.0	7.65	2.23	2
42300.0	7.75	2.23	2
42300.0	8.45	2.23	0
43900.0	8.55	2.13	0
47300.0	7.85	2.33	2
47400.0	7.95	2.23	2
47500.0	8.05	2.23	2
47600.0	8.15	2.23	2
47700.0	8.25	2.23	2
52200.0	8.65	2.13	0
52300.0	8.75	2.13	0
52400.0	8.85	2.03	0
52500.0	8.95	2.03	0
52600.0	9.05	2.03	0
52700.0	9.15	1.93	0
52800.0	9.25	1.83	0
52900.0	9.35	1.83	0
57600.0	8.35	2.13	2
57700.0	8.45	2.03	2
57800.0	8.55	2.03	2
57900.0	8.65	2.03	2
58000.0	8.75	2.03	2
58100.0	8.85	2.03	2
58200.0	8.95	2.03	2
58300.0	9.05	2.03	2
58400.0	9.15	2.03	2
58500.0	9.25	1.93	2
58600.0	9.35	1.93	2
58700.0	9.45	1.93	2
58800.0	9.55	1.93	2
58900.0	9.65	1.93	2
59000.0	9.75	1.83	2
59100.0	9.85	1.73	2
60000.0	9.45	1.83	0
60100.0	9.55	1.83	0
60100.0	9.95	1.63	2
64300.0	9.65	1.83	0
64400.0	9.75	1.73	0
64500.0	9.85	1.73	0
64600.0	9.95	1.73	0
64700.0	10.05	1.63	0
64800.0	10.15	1.63	0
64900.0	10.05	1.73	2
64900.0	10.25	1.63	0
65000.0	10.15	1.63	2
65000.0	10.35	1.53	0
65100.0	10.25	1.63	2
65100.0	10.45	1.53	0
65200.0	10.35	1.63	2
65200.0	10.55	1.53	0
74700.0	10.45	1.63	2
74800.0	10.55	1.63	2
